Geoname ID;Name;ASCII Name;Alternate Names;Feature Class;Feature Code;Country Code;Country name EN;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;LABEL EN;Coordinates
712738;Baybuzivka;Baybuzivka;Baibouzivka,Bajbuzivka,Baïbouzivka,Байбузівка;P;PPL;UA;Ukraine;;17;5112;;;1056;99;110;Europe/Kyiv;2022-10-27;Ukraine;48.11452, 29.90202
713175;Artemivsk;Artemivsk;Artemivs'k,Artemivsk,Artemivs’k,Artemovsk,Artëmovsk,Артемовск,Артемівськ;P;PPL;UA;Ukraine;;14;4402;;;7616;250;282;Europe/Kyiv;2022-12-13;Ukraine;48.44061, 38.732
713816;Abrikosovka;Abrikosovka;Abrikosivka,Abrikosovka,Najman,Абрикосовка,Абрикосівка,Найма́н;P;PPLA3;UA;Ukraine;;11;0118;11152891;;1079;139;140;Europe/Simferopol;2022-10-27;Ukraine;45.10759, 35.10139
823477;Lupareve;Lupareve;Lupareve,Luparevo,Лупареве;P;PPL;UA;Ukraine;;16;4806;;;1268;6;14;Europe/Kyiv;2022-10-27;Ukraine;46.69167, 31.975
831260;Orshivtsi;Orshivtsi;Oraseni,Orshevtsy,Orshivci,Orshivtsi,Orshovtsy,Orășeni,Оршівці;P;PPL;UA;Ukraine;;03;7306;;;2382;276;204;Europe/Kyiv;2022-10-27;Ukraine;48.4196, 25.63075
865086;Tayirove;Tayirove;Tairove,Tairovo,Taïrové,Таирово,Таїрове;P;PPL;UA;Ukraine;;17;5110;;;3830;19;21;Europe/Kyiv;2022-10-27;Ukraine;46.35899, 30.64777
6984570;Trudovoye;Trudovoye;Trudove,Trudovoe,Trudovoye,Трудове,Трудовое;P;PPLA3;UA;Ukraine;;11;0116;11152621;;2173;370;381;Europe/Simferopol;2022-10-27;Ukraine;44.99133, 34.20311
7025405;Novoozyornoye;Novoozyornoye;Novoozerne,Novoozerno,Novoozjornoe,Novoozoernoye,Novoozyornoe,Novoozyornoye,Novoozörnoye,Nowooserne,nuo wo ao ze er nie,Новоозерне,Новоозёрное,Նովոոզյորնոե,諾沃奧澤爾涅;P;PPL;UA;Ukraine;;11;0108;;;4998;20;16;Europe/Simferopol;2022-10-27;Ukraine;45.38314, 33.11715
686763;Hvozdavka Druha;Hvozdavka Druha;Gvozdavka,Gvozdavka Druga,Gvozdavka Vtoraya,Gvozdovka,Gvozdovka Vtoraya,Hvozdavka Drouha,Гвоздавка Друга;P;PPL;UA;Ukraine;;17;5112;;;1074;134;100;Europe/Kyiv;2022-10-27;Ukraine;47.88979, 30.08836
686818;Zuhres;Zuhres;Suhres,Zouhres,Zugrehs,Zugres,Zuhres,Zuhresa,Zuhresas,Zuһres,zu he lei si,zugresi,zwhrs,zwھrs,Зугрес,Зугрэс,Зуһрес,Զուգրես,زوهرس,زوھرس,ზუგრესი,祖赫雷斯;P;PPL;UA;Ukraine;;05;1408;;;17871;;115;Europe/Kyiv;2023-04-27;Ukraine;48.0114, 38.26444
686963;Zimino;Zimino;Perecfel'd,Zimine,Zimino,Зимине,Зимино,Перецфе́льд;P;PPLA3;UA;Ukraine;;11;0114;11153027;;1000;52;53;Europe/Simferopol;2022-10-27;Ukraine;45.50797, 33.51431
687449;Zboriv;Zboriv;Zboriv,Zborov,Zborow,Zborów,Зборов,Зборів;P;PPLA2;UA;Ukraine;;22;6104;;;6695;340;355;Europe/Kyiv;2022-10-27;Ukraine;49.66493, 25.14019
687627;Zarozhany;Zarozhany;Zarojani,Zarojany,Zarozhani,Zarozhany,Зарожани,Зарожаны;P;PPL;UA;Ukraine;;03;7304;;;3284;203;229;Europe/Kyiv;2022-10-27;Ukraine;48.41546, 26.29894
688532;Yalta;Yalta;Ialta,Jalta,Yalta,ya er ta,Ялта,Յալտա,雅尔塔,雅爾塔;P;PPL;UA;Ukraine;;05;1414;;;5519;;29;Europe/Kyiv;2022-10-27;Ukraine;46.96098, 37.27446
688625;Yabluniv;Yabluniv;Iabluniv,Jablonov,Jablonow,Jabluniu,Jabluniv,Jablunivas,Jabluniw,Jabłonów,Yablouniv,Yabluniv,ya bu lu ni fu,yblnw,Яблонов,Яблунів,Яблуніў,יאבלונוב,یبلنو,亞布盧尼夫;P;PPL;UA;Ukraine;;06;2610;;;2042;339;347;Europe/Kyiv;2022-10-27;Ukraine;48.40235, 24.94038
688750;Vylkove;Vylkove;Valcov,Vilkiv,Vilkove,Vilkovo,Vylkaveh,Vylkove,Vylkové,Vylkovė,Vâlcov,Vılkove,Wilkowo,Wylkowe,fylkwfy,wei er ke wo,wylkwfh,Вилкове,Вилково,Вилків,Вылкавэ,Վիլկովո,فيلكوفي,ویلکوفه,ვილკოვო,維爾科沃;P;PPL;UA;Ukraine;;17;5108;;;7712;1;1;Europe/Kyiv;2023-05-03;Ukraine;45.40279, 29.5869
688931;Vozsiyatske;Vozsiyatske;Vossijatskoe,Vozsiiatske,Vozsijats'ke,Vozsiïatské,Возсіятське,Воссиятское;P;PPL;UA;Ukraine;;16;4804;;;2185;75;60;Europe/Kyiv;2022-10-27;Ukraine;47.66047, 32.11284
689542;Vynohradivka;Vynohradivka;Burgudzhi,Burgugi,Vinogradivka,Vinogradovka,Vynohradivka,Wynohradiwka,wei nuo ge la ji fu ka,Бургуджи,Виноградовка,Виноградівка,維諾格拉季夫卡;P;PPL;UA;Ukraine;;17;5106;;;3306;52;45;Europe/Kyiv;2022-10-27;Ukraine;45.82822, 29.38228
690629;Uspenka;Uspenka;Ouspen'ka,Owspenka,Uspehnka,Uspenka,Uspenskoye,Uzbenka,wu si peng ka,Úspenka,Ουσπένκα,Успенка,Успэнка,Ուսպենկա,乌斯彭卡;P;PPL;UA;Ukraine;;14;4406;;;8550;;93;Europe/Kyiv;2023-05-03;Ukraine;48.39077, 39.16284
691052;Tsybli;Tsybli;Cibli,Tsybli,Циблі;P;PPL;UA;Ukraine;;13;3204;;;3512;;112;Europe/Kyiv;2022-10-27;Ukraine;49.99484, 31.56281
691336;Trebukhiv;Trebukhiv;Trebuhiv,Trebukhiv,Trebukhov,Trebukhovo,Требухов,Требухів;P;PPL;UA;Ukraine;;13;3206;;;6207;;114;Europe/Kyiv;2022-10-27;Ukraine;50.48432, 30.90304
691480;Tokarevo;Tokarevo;Dzhamchi,Tokareve,Tokarevo,Джамчи́,Токарево,Токарєве;P;PPLA3;UA;Ukraine;;11;0118;11152902;;831;19;19;Europe/Simferopol;2022-10-27;Ukraine;45.28367, 35.15244
691510;Tyshkivka;Tyshkivka;Tishkivka,Tishkovka,Tiskivka,Tyshkivka,Тишковка,Тишківка;P;PPL;UA;Ukraine;;10;3506;;;3368;;174;Europe/Kyiv;2022-10-27;Ukraine;48.49665, 30.94229
691806;Klepinino;Klepinino;Klepinine,Klepinino,Tashly-Kipchak,Клепинино,Клепиніне,Ташлы́-Кипча́к;P;PPLA3;UA;Ukraine;;11;0112;11152912;;1966;37;37;Europe/Simferopol;2022-10-27;Ukraine;45.528, 34.18315
691963;Taborivka;Taborivka;Taborivka,Taborovka,Таборовка,Таборівка;P;PPL;UA;Ukraine;;16;4804;;;1852;17;20;Europe/Kyiv;2022-10-27;Ukraine;47.60863, 31.38391
691985;Syrove;Syrove;Sirove,Syrove,Syrovo,Syrové,Сирове,Сырово;P;PPL;UA;Ukraine;;16;4808;;;1565;91;87;Europe/Kyiv;2022-10-27;Ukraine;47.89552, 30.45692
692957;Stanivtsi;Stanivtsi;Stanesti,Stanivci,Stanivtsi,Stanovcy,Stănești,Становцы,Станівці;P;PPL;UA;Ukraine;;03;7306;;;2897;387;358;Europe/Kyiv;2022-10-27;Ukraine;48.08333, 26.06667
693176;Solotvyno;Solotvyno;Aknaszlatina,Slatina,Solotvino,Solotvyno,Solotwyno,Sołotwyno,Солотвино;P;PPL;UA;Ukraine;;25;2108;;;8632;281;289;Europe/Kyiv;2022-12-29;Ukraine;47.94728, 23.87433
693284;Sokyryany;Sokyryany;Secureni,Secureni Targ,Secureni Târg,Sekiryany,Sekuren',Sekuren’,Sekuryany,Sokirjani,Sokirjany,Sokiryany,Sokyriany,Sokyryany,Сокиряни,Сокиряны;P;PPL;UA;Ukraine;;03;7304;;;8877;228;236;Europe/Kyiv;2023-01-18;Ukraine;48.44913, 27.41138
693325;Sofiyivka;Sofiyivka;Sofievka,Sofiivka,Sofijewka,Sofiyivka,Sofiïvka,Софиевка,Софіївка;P;PPL;UA;Ukraine;;04;1206;;;6601;94;111;Europe/Kyiv;2023-01-20;Ukraine;48.04734, 33.87237
693698;Skalistoye;Skalistoye;Skaliste,Skalistoe,Skalistoye,Tav-Bodrak,Скалисте,Скалистое,Тав-Бодра́к;P;PPLA3;UA;Ukraine;;11;0102;11152821;;2997;206;219;Europe/Simferopol;2022-10-27;Ukraine;44.81686, 33.97791
694498;Serebriia;Serebriia;Serebria,Serebriia,Serebrija,Serebriya,Серебрія;P;PPL;UA;Ukraine;;23;0508;;;2906;;81;Europe/Kyiv;2022-10-27;Ukraine;48.45556, 27.71635
695207;Rudnytsya;Rudnytsya;Roudnytsia,Rudnica,Rudnicja,Rudnitea,Rudnîțea,Рудница,Рудниця;P;PPL;UA;Ukraine;;23;0510;;;1132;299;299;Europe/Kyiv;2022-10-27;Ukraine;48.25964, 28.93372
695649;Repuzhyntsi;Repuzhyntsi;Rapujineti,Repezhintsy,Repuyinetsy,Repuzhinci,Repuzhintsy,Repuzhynets,Repuzhyntsi,Repuzynce,Repużyńce,Răpujineţi,Репужинці;P;PPL;UA;Ukraine;;03;7306;;;1636;247;253;Europe/Kyiv;2022-10-27;Ukraine;48.65554, 25.79109
695729;Rozdory;Rozdory;Razdory,Rozdori,Раздоры,Роздори;P;PPL;UA;Ukraine;;04;1214;;;1721;100;96;Europe/Kyiv;2022-10-27;Ukraine;48.32936, 35.71204
696240;Privetnoye;Privetnoye;Privetnoe,Privetnoye,Privitne,Uskut,Приветное,Привітне,Уску́т;P;PPL;UA;Ukraine;;11;0120;;;1867;72;60;Europe/Simferopol;2022-10-27;Ukraine;44.82145, 34.67935
696275;Priozyornoye;Priozyornoye;Churubash,Priozerne,Priozernoe,Priozyornoye,Приозерне,Приозерное,Чуруба́ш;P;PPLA3;UA;Ukraine;;11;0110;11132014;;3005;;9;Europe/Simferopol;2022-10-27;Ukraine;45.2699, 36.33405
696582;Pomoriany;Pomoriany;Pamarany,Pomorani,Pomoreani,Pomoreanî,Pomoriani,Pomoriany,Pomorjani,Pomorjany,Pomoryaniy,Pomoryany,Pomorzany,Pomorzhany,Pomorânı,bo mo li ya nei,pomoryanui,Πομοριάνι,Памараны,Поморяни,Поморяны,פאמארין,פומוריאני,ポモリャヌィ,波莫里亚内;P;PPL;UA;Ukraine;;15;4604;;;1272;;308;Europe/Kyiv;2023-05-01;Ukraine;49.6427, 24.9346
697588;Pervomayskoye;Pervomayskoye;Bejtanysh,Pervomajs'ke,Pervomajskoe,Pervomayskoye,Бейтаны́ш,Первомайское,Первомайське;P;PPLA3;UA;Ukraine;;11;0116;11152616;;2247;134;139;Europe/Simferopol;2022-10-27;Ukraine;45.11207, 34.06478
697957;Rykove;Rykove;Orta Quyu,Partizani,Partizany,Partyzany,Partîzanî,Rikove,Rikovo,Rykaveh,Rykove,Rykovo,Rykowe,lei ke wei,Партизани,Партизаны,Рикове,Риково,Рыкавэ,Рыково,რიკოვე,雷科韦;P;PPL;UA;Ukraine;;08;6504;;;3524;20;22;Europe/Kyiv;2022-10-27;Ukraine;46.33067, 34.74855
698534;Vilshana;Vilshana;Ol'shana,Olsana,Vil'shana,Vilchana,Vilsana,Vilshana,Vilşana,Vilšana,Vilșana,Wilschana,fylshana  tshyrkaska,vuirushana,wei li sha na,Βιλσάνα,Вільшана,Ольшана,Օլշանա,אולשנה,فيلشانا، تشيركاسكا,ヴィルシャナ,維利沙納;P;PPL;UA;Ukraine;;01;7102;;;2956;157;155;Europe/Kyiv;2022-10-27;Ukraine;49.21708, 31.2177
699014;Novoyehorivka;Novoyehorivka;Novoegorivka,Novoegorovka,Novoiehorivka,Novoïéhorivka,Новоегоровка,Новоєгорівка;P;PPL;UA;Ukraine;;16;4802;;;1454;78;78;Europe/Kyiv;2022-10-27;Ukraine;47.32167, 32.4871
699329;Novopokrovka;Novopokrovka;Novapakrouka,Novopokrovka,Nowopokrowka,Shamshove,xin bo ke luo fu ka,Новапакроўка,Новопокровка,Шамшове,Նովոպոկրովկա,新波克罗夫卡;P;PPL;UA;Ukraine;;04;1202;;;1796;81;81;Europe/Kyiv;2022-10-27;Ukraine;48.05811, 34.60812
700607;Murovane;Murovane;Laski,Laszki Murowane,Lyashki Muravane,Lyashki Murovany,Murovane,Murovanoe,Murovanoye,Murovany,Муроване,Мурованое;P;PPL;UA;Ukraine;;15;4608;;;4251;;326;Europe/Kyiv;2023-03-04;Ukraine;49.52143, 22.9367
701273;Mykhalcha;Mykhalcha;Mihalcea,Mikhal'cha,Mikhal'che,Mikhal'chi,Mikhal’cha,Mikhal’che,Mikhal’chi,Mychalcza,Mychaltscha,Myh'altsa,Myhalca,Myhalça,Myh’аltšа,Mykhal'cha,Mykhalcha,Mykhaltsja,Михальча,Мыхальча,Միխալչա;P;PPL;UA;Ukraine;;03;7306;;;1490;238;244;Europe/Kyiv;2022-10-27;Ukraine;48.24848, 25.85207
701352;Minyaylivka;Minyaylivka;Manja,Manza,Menjajlovka,Miniailivka,Miniaïlivka,Minjajlivka,mi ni ya yi li fu ka,Меняйловка,Міняйлівка,米尼亞伊利夫卡;P;PPL;UA;Ukraine;;17;5104;;;1645;41;44;Europe/Kyiv;2022-10-27;Ukraine;46.37824, 29.52021
702073;Malokakhovka;Malokakhovka;Malaya Kakhovka,Malokakhovka,Малокаховка;P;PPL;UA;Ukraine;;08;6506;;;2862;;29;Europe/Kyiv;2022-10-27;Ukraine;46.78292, 33.44662
702874;Lokhvytsya;Lokhvytsya;Lokhvica,Lokhvicja,Lokhvytsia,Лохвица,Лохвиця;P;PPL;UA;Ukraine;;18;5306;;;11014;106;108;Europe/Kyiv;2023-05-03;Ukraine;50.36444, 33.27153
702898;Lyubashivka;Lyubashivka;Lioubachivka,Ljubashivka,Ljubashjovka,Lyubashevka,Lyubashëvka,Любашёвка,Любашівка;P;PPL;UA;Ukraine;;17;5112;;;9055;182;180;Europe/Kyiv;2022-10-27;Ukraine;47.83387, 30.25209
704289;Krasne;Krasne;Krasne,Krasnoe,Krasné,Красне,Красное;P;PPL;UA;Ukraine;;16;4806;;;1198;31;36;Europe/Kyiv;2022-10-27;Ukraine;46.82297, 31.39593
704706;Kotel’nikovo;Kotel'nikovo;Agujar-Dzhiren',Kotel'nikove,Kotel'nikovo,Kotel’nikovo,Агъя́р-Джире́нь,Котельникове,Котельниково;P;PPLA3;UA;Ukraine;;11;0112;11152914;;1373;67;68;Europe/Simferopol;2022-10-27;Ukraine;45.36584, 34.02575
704960;Kormovoye;Kormovoye;Kormove,Kormovoe,Kormovoye,Togajly,Кормове,Кормовое,Тогайлы́;P;PPLA3;UA;Ukraine;;11;0112;11152997;;1360;62;66;Europe/Simferopol;2022-10-27;Ukraine;45.50001, 33.61192
705544;Kobelyaky;Kobelyaky;Kobeliaky,Kobeljaki,Kobéliaky,Кобеляки;P;PPLA2;UA;Ukraine;;18;5308;;;9772;80;88;Europe/Kyiv;2023-08-17;Ukraine;49.14936, 34.20193
705831;Kirovo;Kirovo;Kirove,Kirovo,Vojkovshtadt,Войковшта́дт,Кирово,Кірове;P;PPLA3;UA;Ukraine;;11;0110;11128515;;807;;84;Europe/Simferopol;2022-10-27;Ukraine;45.22106, 35.84227
706380;Khmilnyk;Khmilnyk;Chmielnik,Chmilnyk,Khmel'nik,Khmil'nik,Khmilnyk,Хмельник,Хмільник;P;PPLA2;UA;Ukraine;;23;0512;;;27707;250;261;Europe/Kyiv;2023-08-26;Ukraine;49.5581, 27.95682
706466;Khartsyzk;Khartsyzk;Harcizk,Kharciz'k,Kharcyzsk,Khartsysk,Khartsyz'k,Khartsyzk,Khartsyzsk,Khartsyz’k,Харцизьк,Харцызск;P;PPL;UA;Ukraine;;05;1408;;;56182;;241;Europe/Kyiv;2023-04-30;Ukraine;48.04243, 38.14728
707003;Kamyane;Kamyane;Kam'jane,Kamennoe,Kamiane,Kamiané,Каменное,Кам’яне;P;PPL;UA;Ukraine;;26;2306;;;1188;100;91;Europe/Kyiv;2022-12-13;Ukraine;47.87528, 35.39651
707127;Kalyny;Kalyny;Alsokalinfalva,Alsókálinfalva,Kalini,Kaliny,Kalyny,Калини;P;PPL;UA;Ukraine;;25;2108;;;5627;;354;Europe/Kyiv;2022-12-13;Ukraine;48.14403, 23.87386
707233;Kalanchak;Kalanchak;Dermendere,Kalanchak,Kalantchak,ka lan qia ke,Каланчак,卡蘭恰克;P;PPL;UA;Ukraine;;17;5108;;;1208;37;52;Europe/Kyiv;2022-10-27;Ukraine;45.54058, 28.79374
707549;Isayeve;Isayeve;Isaeve,Issaieve,Issaïévé,Ісаєве;P;PPL;UA;Ukraine;;17;5102;;;1513;35;40;Europe/Kyiv;2022-10-27;Ukraine;47.47537, 30.50152
707695;Illintsi;Illintsi;Il'incy,Illinci,Illintsi,Іллінці,Ильинцы;P;PPLA2;UA;Ukraine;;23;0502;;;11284;212;222;Europe/Kyiv;2022-10-27;Ukraine;49.10544, 29.20589
707757;Hlyboka;Hlyboka;Adancata,Adynkata,Gliboka,Glibookaya,Glyboka,Glybokaja,Glybokaya,Hlyboka,Khliboka,Глибока,Глыбокая;P;PPLA2;UA;Ukraine;;03;7306;;;9424;345;348;Europe/Kyiv;2022-10-27;Ukraine;48.08756, 25.9284
707786;Huty;Huty;Guti,Guty,Gutı,Houty,Huty,hu te,Гути,Гуты,Գուտի,胡特;P;PPL;UA;Ukraine;;07;6302;;;1978;;120;Europe/Kyiv;2023-05-11;Ukraine;50.13333, 35.34263
708632;Hola Prystan;Hola Prystan;Gola Pristan',Golaja Pristan',Hola Prystan,Гола Пристань,Голая Пристань;P;PPL;UA;Ukraine;;08;6508;;;13544;3;4;Europe/Kyiv;2023-05-05;Ukraine;46.52973, 32.52408
709373;Dymer;Dymer;Dimer,Dymer,Димер,Дымер;P;PPL;UA;Ukraine;;13;3210;;;5624;;111;Europe/Kyiv;2022-10-27;Ukraine;50.78647, 30.3026
709493;Dubrovytsia;Dubrovytsia;Dabrowica,Dombrovica,Dombrovitsa,Dubrovica,Dubrovicja,Dubrovitsa,Dubrovytsia,Dubrovytsya,Dąbrowica,Домбровица,Дубровица,Дубровиця;P;PPL;UA;Ukraine;;19;5608;;;9343;;153;Europe/Kyiv;2023-11-23;Ukraine;51.57438, 26.56503
709930;Dnipro;Dnipro;DNK,Dnepr,Dnepropetrovsk,Dniepr,Dniepropetrovskas,Dnipro,Dnipropetrovs'k,Dnipropetrovsk,Dnipropetrovsko,Dnipropetrowsk,Dniproslav,Dnipró,Dnjepropetrovsk,Dnjipro,Dnjipropetrovsk,Dnyipro,Dněpropetrovsk,Dņipro,Ekaterinoslav,Katerinoslav,Katerynoslav,Novij Kodak,Novorosiynsk,Novyy Kodak,Ntnipro,Sicheslav,Sichoslav,d ni por pet rxfskh,deunipeulopeteulousikeu,dnepropetrovska,dnepʼri,dnybrw,dnyprwptrwbsq,dnyprwptrwfsk,dnyprwptrwwsk,dnyprʼ,donipuropetoroushiku,nie bo cheng,Ντνίπρο,Днепр,Днепропетровск,Днипро,Дніпро,Дніпропетровськ,Дніпрослав,Днїпро,Дњипро,Екатеринослав,Катеринослав,Новий Кодак,Січослав,Դնեպր,דניפרא,דניפרופטרובסק,دنيبرو,دنیپروپتروفسک,دنیپروپترووسک,द्नेप्रोपेत्रोव्स्क,ดนีโปรเปตรอฟสค์,დნეპრი,ドニプロペトロウシク,聶伯城,드니프로페트로우시크;P;PPLA;UA;Ukraine;;04;1202;;;968502;120;61;Europe/Kyiv;2023-01-22;Ukraine;48.46664, 35.04066
709983;Dmytrivka;Dmytrivka;Dmitrivka,Dmitrovka,Dmytrivka,Дмитровка,Дмитрівка;P;PPL;UA;Ukraine;;10;3504;;;4070;;116;Europe/Kyiv;2022-10-27;Ukraine;48.78643, 32.71767
710430;Chkalovo;Chkalovo;Chkalove,Chkalovo,Чкалове,Чкалово;P;PPLA3;UA;Ukraine;;11;0104;11152982;;1098;8;7;Europe/Simferopol;2022-10-27;Ukraine;45.60474, 34.83395
710904;Chaykino;Chaykino;Chajkine,Chajkino,Chaykino,Malyj Tarkhan,Tarqanlar,Ма́лый Тарха́н,Чайкине,Чайкино;P;PPLA3;UA;Ukraine;;11;0106;11152868;;1011;8;9;Europe/Simferopol;2022-10-27;Ukraine;45.81111, 34.59538
711144;Burlacha Balka;Burlacha Balka;Burlach'ya Balka,Burlacha Balka,Burlach’ya Balka,Бурлача Балка;P;PPL;UA;Ukraine;;17;5110;;;1063;33;23;Europe/Kyiv;2022-10-27;Ukraine;46.33984, 30.66446
711867;Bohuslav;Bohuslav;Boguslav,Boguslaw,Bohuslav,Bohuslaw,Bohusław,Богуслав;P;PPL;UA;Ukraine;;13;3212;;;15789;;144;Europe/Kyiv;2023-05-03;Ukraine;49.54637, 30.87407
711919;Bohdanivka;Bohdanivka;Bogdanivka,Bogdanovka,Bohdanivka,Богдановка,Богданівка;P;PPL;UA;Ukraine;;13;3206;;;2585;;119;Europe/Kyiv;2023-04-04;Ukraine;50.62719, 30.91374
711962;Bogatoye;Bogatoye;Bagate,Bakhchi-Ehli,Bogatoe,Bogatoye,Багате,Бахчи́-Эли́,Богатое;P;PPLA3;UA;Ukraine;;11;0104;11152827;;973;227;286;Europe/Simferopol;2022-10-27;Ukraine;45.02933, 34.76732
712387;Berezanka;Berezanka;Berezanka,Bérézanka,Suvorovo,Tiligulo-Berezanka,Tiligulo-Berezannya,Березанка;P;PPLA2;UA;Ukraine;;16;4806;;;4114;12;6;Europe/Kyiv;2022-10-27;Ukraine;46.85159, 31.38532
712515;Bile;Bile;Beloe,Beloye,Bile,Белое,Біле;P;PPL;UA;Ukraine;;14;4402;;;6775;;68;Europe/Kyiv;2022-12-13;Ukraine;48.49523, 39.05051
712671;Bilivtsi;Bilivtsi;Belauti,Belovcy,Belăuți,Bilivci,Bilivtsi,Беловцы,Білівці;P;PPL;UA;Ukraine;;03;7304;;;1114;186;170;Europe/Kyiv;2022-10-27;Ukraine;48.35, 26.48333
712871;Banyliv;Banyliv;Banila pe Ceremus,Baniliv,Banilov,Banyliu,Banyliv,Banyliw,Bănila pe Ceremuș,Bаnylіv,Russisch Banilla,Russish Banilya,Russkiy Banilov,Банилов,Банилів,Баныліў,Բանիլով,באניליב;P;PPL;UA;Ukraine;;03;7302;;;3897;260;255;Europe/Kyiv;2023-03-23;Ukraine;48.36221, 25.34966
712872;Banyliv-Pidhirnyi;Banyliv-Pidhirnyi;Banila Moldoveneasca,Banila pe Siret,Baniliv-Pidgirnij,Banilov-Podgornyj,Banyliv-Pidhirnyi,Banyliv-Pidhirnyï,Bănila Moldovenească,Bănila pe Siret,Moldauisch Banilla,Банилов-Подгорный,Банилів-Підгірний;P;PPL;UA;Ukraine;;03;7306;;;4012;438;453;Europe/Kyiv;2023-03-23;Ukraine;48.08333, 25.48333
713174;Bakhmut;Bakhmut;Artemivs'k,Artemivsk,Artemovsk,Artemovskiy,Artemowsk,Artyomovsk,Artëmovsk,Bachmoet,Bachmut,Bahmut,Bajmut,Bakhmout,Bakhmut,Baxmut,baheumuteu,Артемовск,Артемівськ,Бахмут,바흐무트;P;PPLA2;UA;Ukraine;;05;1402;;;80500;;100;Europe/Kyiv;2022-12-23;Ukraine;48.59441, 37.99983
713683;Oleksandrivka;Oleksandrivka;Alehksandryuka,Aleksandrovka,Arnautka,Arnautovka,Oleksandirvka,Oleksandrivka,Oleksandriwka,Oleksándrivka,Olexandriwka,Ołeksandriwka,ya li shan de li fu ka,Александровка,Алэксандрыўка,Олександирвка,Олександрівка,亚历山德里夫卡;P;PPL;UA;Ukraine;;17;5110;;;7600;30;35;Europe/Kyiv;2022-10-27;Ukraine;46.32868, 30.63562
713703;Lisove;Lisove;Lesovoe,Lisove,Lissove,Lissové,Лесовое,Лісове;P;PPL;UA;Ukraine;;10;3504;;;1137;207;221;Europe/Kyiv;2022-10-27;Ukraine;48.8419, 32.33188
7039160;Shkol’noye;Shkol'noye;Shkil'ne,Shkol'noe,Shkol'noye,Shkol’noye,Школьное,Шкільне;P;PPLA3;UA;Ukraine;;11;0116;11152626;;1964;132;128;Europe/Simferopol;2022-10-27;Ukraine;45.05758, 33.89737
7525990;Yuzhnoukrayinsk;Yuzhnoukrayinsk;Juschnoukrajinsk,Juzhnoukrains'k,Juzhnoukrainsk,Juzhnoukrajinsk,Juznoukrajinsk,Južnoukrajinsk,Youjno'oukrainsk,Youjno'oukraïnsk,Yuzhnoukrainsk,Јужноукрајинск,Южноукраинск,Южноукраїнськ;P;PPL;UA;Ukraine;;16;4804;;;38560;82;100;Europe/Kyiv;2023-05-01;Ukraine;47.82879, 31.17513
9997995;Krasna Kosa;Krasna Kosa;Krasna Kosa,Krasna Kossa,Krasnaja Kosa,Rosia,Roșia,ke lie si na ke sa,Красна Коса,Красная Коса,克列斯納科薩;P;PPL;UA;Ukraine;;17;5104;;;1013;1;4;Europe/Kyiv;2022-10-27;Ukraine;46.3329, 30.10016
12129128;Reni;Reni;Rehni,Reni,Renis,Réni,lie ni,reni,rny,rny  awkrayn,Рени,Рені,Рэні,Ռենի,רני,رنی، اوکراین,რენი,列尼;P;PPLA2;UA;Ukraine;;17;5108;;;18530;24;19;Europe/Kyiv;2022-10-27;Ukraine;45.45421, 28.27731
687014;Zhuravychi;Zhuravychi;Juravici,Juravîci,Schurawytschi,Zhuraviche,Zhuravichi,Zhuravychi,Zhuravychy,Zuravici,Zuravicʻi,Zurawicze,ru la wei qi,Żurawicze,Žuraviči,Журавичи,Журавичі,Журавычы,Ժուրավիչի,茹拉維奇;P;PPL;UA;Ukraine;;24;0708;;;1309;189;191;Europe/Kyiv;2022-10-27;Ukraine;50.98016, 25.71931
687116;Zhmerynka;Zhmerynka;Jmerynka,Jmérynka,Schmerynka,Smerinca,Zhmerinka,Zhmerynka,Zmerinka,Şmerinca,Žmerinka,Жмеринка;P;PPLA2;UA;Ukraine;;23;0506;;;34498;326;322;Europe/Kyiv;2023-06-12;Ukraine;49.03523, 28.11405
687190;Zhemchuzhina;Zhemchuzhina;Choty,Zhemchuzhina,Жемчужина,Чоты́;P;PPLA3;UA;Ukraine;;11;0104;11152965;;971;65;66;Europe/Simferopol;2022-10-27;Ukraine;45.27466, 34.65778
687495;Zavorychi;Zavorychi;Zavorichi,Zavorychi,Заворичи,Заворичі;P;PPL;UA;Ukraine;;13;3206;;;2241;;110;Europe/Kyiv;2023-04-04;Ukraine;50.70587, 31.14122
687655;Zarechnoye;Zarechnoye;Kamadzhi,Zarechnoe,Zarechnoye,Zarichne,Заречное,Зарічне,Камаджи́;P;PPLA3;UA;Ukraine;;11;0106;11152848;;1820;9;16;Europe/Simferopol;2022-10-27;Ukraine;45.73636, 34.48345
688073;Bunhe;Bunhe;Bunge,Bunhe,Imeni Yunykh Kommunarov,Junokomunarivs'k,Yunokommunarovsk,Yunokommunarovskoye,Yunokommunarskoye,Yunokomunarivsk,Yunykh Kommunarov,Yunyy Kommunar,Бунге,Юнокомунарівськ;P;PPL;UA;Ukraine;;05;1406;;;13495;;209;Europe/Kyiv;2023-05-02;Ukraine;48.2214, 38.28365
