Geoname ID;Name;ASCII Name;Alternate Names;Feature Class;Feature Code;Country Code;Country name EN;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;LABEL EN;Coordinates
616196;Staryi Dobrotvir;Staryi Dobrotvir;Starij Dobrotvir,Staryi Dobrotvir,Staryy Dobrotvir,Staryy Dobrotvor,Старий Добротвір;P;PPL;UA;Ukraine;;15;4612;;;6436;;201;Europe/Kyiv;2022-10-27;Ukraine;50.23154, 24.37701
687417;Zelena;Zelena;Zelena,Zelenaya,Zelënaya,Зелена;P;PPL;UA;Ukraine;;03;7304;;;1980;169;201;Europe/Kyiv;2022-10-27;Ukraine;48.36385, 26.73497
687841;Zakupne;Zakupne;Zakoupne,Zakoupné,Zakupne,Zakupnoe,Закупне,Закупное;P;PPL;UA;Ukraine;;09;6802;;;1384;313;310;Europe/Kyiv;2022-10-27;Ukraine;49.11721, 26.33256
690035;Velykoploske;Velykoploske;Bol'shoye Ploskoye,Bol’shoye Ploskoye,Ploskoye,Velikoploske,Velikoploskoe,Velikoploskoye,Velykoploske,Великоплоске,Великоплоское;P;PPL;UA;Ukraine;;17;5114;;;3344;186;181;Europe/Kyiv;2022-10-27;Ukraine;47.01317, 29.67094
690243;Velyka Mechetnya;Velyka Mechetnya;Velika Mechetnja,Velikaja Mechetnja,Velyka Metchetnia,Vélyka Métchetnia,Велика Мечетня,Великая Мечетня;P;PPL;UA;Ukraine;;16;4808;;;1353;111;94;Europe/Kyiv;2022-10-27;Ukraine;48.08733, 30.59032
690963;Turiisk;Turiisk;Turiisk,Turijs'k,Turisk,Turiys'k,Turiysk,Turiys’k,Turzysk,Tuzhisk,Турійськ;P;PPL;UA;Ukraine;;24;0706;;;5808;;180;Europe/Kyiv;2023-05-03;Ukraine;51.08644, 24.52294
691435;Tomakivka;Tomakivka;Tamakiuka,Tomakivka,Tomakiwka,Tomakovka,tuo ma ji fu ka,Тамакіўка,Томаковка,Томаківка,Տոմակովկա,托馬基夫卡;P;PPL;UA;Ukraine;;04;1208;;;6828;33;31;Europe/Kyiv;2023-01-18;Ukraine;47.81081, 34.74324
691603;Terpinnia;Terpinnia;Terpen'ye,Terpeniye,Terpen’ye,Terpinna,Terpinnia,Terpinnja,Terpinnya,Терпіння;P;PPL;UA;Ukraine;;26;2308;;;4656;;16;Europe/Kyiv;2022-12-13;Ukraine;46.98205, 35.42264
691929;Tamaryne;Tamaryne;Tamarine,Tamarino,Tamaryne,Тамарине;P;PPL;UA;Ukraine;;16;4802;;;1066;59;59;Europe/Kyiv;2022-10-27;Ukraine;47.01875, 33.00243
691943;Talalaivka;Talalaivka;Talalaevka,Talalaivka,Talalayevka,Talalayivka,Талалаевка,Талалаївка;P;PPLA3;UA;Ukraine;;02;7408;;;0;;179;Europe/Kyiv;2023-03-07;Ukraine;50.83913, 33.14374
692108;Ivanove;Ivanove;Ivanove,Sverdlove,Sverdlovo,Іванове,Свердлове;P;PPL;UA;Ukraine;;17;5110;;;1560;37;30;Europe/Kyiv;2022-10-27;Ukraine;46.67688, 30.88484
692352;Studenok;Studenok;Studenok,Studеnоk,si tu jie nuo ke,Студенок,Ստուդենոկ,斯圖傑諾克;P;PPL;UA;Ukraine;;07;6304;;;1440;;77;Europe/Kyiv;2022-10-27;Ukraine;49.08888, 37.48999
692374;Striukove;Striukove;Striukove,Strjukove,Stryukove,Stryukovo,Стрюкове;P;PPL;UA;Ukraine;;17;5102;;;2066;21;25;Europe/Kyiv;2022-10-27;Ukraine;47.37546, 30.57588
692410;Strogonovka;Strogonovka;Mamak,Strogonivka,Strogonovka,Мама́к,Строгоновка,Строгонівка;P;PPL;UA;Ukraine;;11;0116;11152621;;3337;312;309;Europe/Simferopol;2022-10-27;Ukraine;44.9497, 34.17924
692561;Stepnoye;Stepnoye;Munij,Stepne,Stepnoe,Stepnoye,Муни́й,Степне,Степное;P;PPLA3;UA;Ukraine;;11;0112;11153019;;1461;47;44;Europe/Simferopol;2022-10-27;Ukraine;45.65212, 33.77441
692944;Stanislav;Stanislav;Stanislav,Stanislava,Stanislaw,Stanisław,Staņislava,Stаnіslаv,si tan ni si la fu,Станислав,Станіслав,სტანისლავი,斯坦尼斯拉夫;P;PPL;UA;Ukraine;;08;6510;;;4726;;40;Europe/Kyiv;2022-10-27;Ukraine;46.57309, 32.15001
693301;Sokal;Sokal;Sokal,Sokal',Sokal’,Сокаль;P;PPL;UA;Ukraine;;15;4612;;;20373;;198;Europe/Kyiv;2023-05-02;Ukraine;50.47438, 24.28288
694579;Simeikyne;Simeikyne;Semejkino,Semeykino,Semeykinskiy,Simeikine,Simeikyne,Simeikîne,Simejkine,Simejkyne,Simeykine,Simeykyne,Simeykıne,xi mei yi ji nei,Семейкино,Сімейкине,锡梅伊基内;P;PPL;UA;Ukraine;;14;4406;;;2493;;199;Europe/Kyiv;2022-12-13;Ukraine;48.32643, 39.53366
694590;Semenivka;Semenivka;Semenivka,Semenivka i Tsjernihiv oblast,Semeniwka,Semenovka,Seminovka,Semionovka,Semjonovka,Semyonovka,Semënovka,Ssemenowka,smnybqh,smnyfka,xie miao nuo fu ka,Семеновка,Семенівка,Семёновка,Սեմյոնովկա,סמניבקה,سمنیفکا,სემიონოვკა,謝苗諾夫卡;P;PPL;UA;Ukraine;;02;7406;;;7792;;160;Europe/Kyiv;2023-11-23;Ukraine;52.1786, 32.58181
694676;Selyshche;Selyshche;Selishche,Selishhe,Selishtya,Selistea,Seliștea,Selyshche,Селище;P;PPL;UA;Ukraine;;03;7304;;;1375;259;251;Europe/Kyiv;2022-10-27;Ukraine;48.49899, 27.08969
694812;Sarata;Sarata;Sarata,Sărata,sa la ta,sarata,Сарата,サラータ,薩拉塔;P;PPL;UA;Ukraine;;17;5104;;;4257;9;13;Europe/Kyiv;2023-03-07;Ukraine;46.02056, 29.66444
694889;Salkove;Salkove;Sal'kove,Sal'kovo,Salkove,Salkové,Салькове,Сальково;P;PPL;UA;Ukraine;;10;3502;;;1651;182;169;Europe/Kyiv;2022-10-27;Ukraine;48.25677, 29.98347
696426;Potelych;Potelych;Potelich,Potelych,Potylich,Potylicz,Потелич;P;PPL;UA;Ukraine;;15;4606;;;2500;258;265;Europe/Kyiv;2022-12-24;Ukraine;50.20804, 23.54674
696566;Popasna;Popasna;Imeni Kaganovicha,Imeni L.M. Kaganovicha,Kaganovich,Kaganowitsch,Popasna,Popasnaja,Popasnaya,Popasnyj,bo pa si na,pwpasna,Попасна,Попасная,Попасный,Պոպասնայա,پوپاسنا,პოპასნაია,波帕斯納;P;PPL;UA;Ukraine;;14;4412;;;19199;;243;Europe/Kyiv;2023-05-02;Ukraine;48.63328, 38.37804
696677;Polohy;Polohy;Pologi,Pologı,Polohi,Polohy,Polohî,Połohy,bo luo ji,pwlwhy,Пологи,Պոլոգի,פולוהי,پولوهی,პოლოგი,波洛吉;P;PPLA2;UA;Ukraine;;26;2310;;;18111;102;111;Europe/Kyiv;2023-01-23;Ukraine;47.47865, 36.25463
697450;Kurisove;Kurisove;Kurisove,Kurisovo,Petrivka,Petrovka,Petrovskoye,Курисово,Курісове,Петрівка;P;PPL;UA;Ukraine;;17;5102;;;3676;92;9;Europe/Kyiv;2023-03-31;Ukraine;46.96951, 30.95914
698347;Orzhiv;Orzhiv;Orjiv,Orschiw,Orzew,Orzhev,Orzhiv,Orzhyu,Orziv,Orživ,ao er ri fu,orutsuivu,Órzhiv,Оржев,Оржыў,Оржів,オルツィヴ,奥尔日夫,奧爾日夫;P;PPL;UA;Ukraine;;19;5606;;;3835;;175;Europe/Kyiv;2022-10-27;Ukraine;50.75227, 26.11907
698570;Olyshivka;Olyshivka;Alyshyuka,Olischewka,Olisevka,Olishevka,Olishivka,Olishëvka,Olisivka,Olychivka,Olyschiwka,Olyshivka,Olysivka,Olysziwka,Olyšivka,Olîșivka,Olışivka,Ołysziwka,ao li xi fu ka,orishifuka,Алышыўка,Олишевка,Олишивка,Олишівка,Օլիշևկա,オリーシフカ,奧利希夫卡;P;PPL;UA;Ukraine;;02;7410;;;1794;;118;Europe/Kyiv;2023-05-01;Ukraine;51.22266, 31.33314
698807;Obodivka;Obodivka;Obodivka,Obodovka,Obodovka Novaya,Ободовка,Ободівка;P;PPL;UA;Ukraine;;23;0504;;;3378;;177;Europe/Kyiv;2022-10-27;Ukraine;48.40063, 29.25588
698921;Novi Troyany;Novi Troyany;Novi Troiany,Novi Trojani,Novi Troïany,Novye Trojany,Nowi Trojany,Traian,Traianu-Nou,xin te luo ya ni,Нови Трояни,Новые Трояны,Нові Трояни,新特羅亞尼;P;PPL;UA;Ukraine;;17;5106;;;4234;138;114;Europe/Kyiv;2022-10-27;Ukraine;45.943, 28.85947
698927;Novi Sanzhary;Novi Sanzhary;Novi Sanjary,Novi Sanzhari,Novye Sanzhary,Новые Санжары,Нові Санжари;P;PPLA2;UA;Ukraine;;18;5308;;;8179;77;83;Europe/Kyiv;2022-10-27;Ukraine;49.33379, 34.31496
698976;Novozhilovka;Novozhilovka;Besharan-Otar,Novozhilivka,Novozhilovka,Бешара́н-Ота́р,Новожиловка,Новожилівка;P;PPLA3;UA;Ukraine;;11;0104;11152840;;1679;143;149;Europe/Simferopol;2022-10-27;Ukraine;45.1596, 34.2327
699121;Novosvitlivka;Novosvitlivka;Novosvetlovka,Novosvitlivka,Nowoswitliwka,xin si wei te li fu ka,Новосветловка,Новосвітлівка,新斯維特利夫卡;P;PPL;UA;Ukraine;;14;4406;;;3648;;53;Europe/Kyiv;2023-05-02;Ukraine;48.49285, 39.50699
699865;Nova Dofinivka;Nova Dofinivka;Dofinovka,Nova Dofinivka,Novaya Dofinivka,Novaya Dofinovka,Нова Дофінівка;P;PPL;UA;Ukraine;;17;5110;;;1344;21;19;Europe/Kyiv;2022-10-27;Ukraine;46.58, 30.90601
700371;Nedryhailiv;Nedryhailiv;Nedrigajliv,Nedrigajlov,Nedrigaylov,Nedryhailiv,Nedryhayliv,Недригайлов,Недригайлів;P;PPLA3;UA;Ukraine;;21;5906;;;5323;;127;Europe/Kyiv;2022-10-27;Ukraine;50.83398, 33.87626
700606;Murovani Kurylivtsi;Murovani Kurylivtsi;Mourovani Kourylivtsi,Murovani Kurilivci,Murovanye Kurilovcy,Мурованые Куриловцы,Муровані Курилівці;P;PPL;UA;Ukraine;;23;0508;;;5859;266;230;Europe/Kyiv;2023-11-23;Ukraine;48.71813, 27.53084
702090;Malyntsi;Malyntsi;Malinci,Malincy,Malinti,Malinți,Malyntsi,Малинцы,Малинці;P;PPL;UA;Ukraine;;03;7304;;;2240;207;293;Europe/Kyiv;2022-10-27;Ukraine;48.42686, 26.22601
702116;Malyn;Malyn;Malin,Malina,Malyn,Malynas,Malîn,Malın,ma lin,malini,malyn,Малин,Մալին,מאלין,مالین,მალინი,馬林;P;PPL;UA;Ukraine;;27;1806;;;25172;;161;Europe/Kyiv;2023-08-28;Ukraine;50.77233, 29.23833
702125;Maliyivka;Maliyivka;Malievka,Maliivka,Maliïvka,Малиевка,Маліївка;P;PPL;UA;Ukraine;;16;4802;;;1032;87;88;Europe/Kyiv;2022-10-27;Ukraine;47.48547, 32.73167
702658;Luhansk;Luhansk;Loehansk,Louchansk,Louhansk,Lugan'sk,Lugans'k,Lugansk,Luganskaj,Lugánsk,Luhans'k,Luhansk,Luhanska,Luhanskas,Luhansko,Luhanszk,Luhans’k,Lukhansk,Luqansk,VSG,Voroshilovgrad,Woroschilowgrad,lu gan si ke,luhansikeu,lwhansk,lwhnsq,ruhanshiku,Ługańsk,Łuhańsk,Λουχάνσκ,Ворошиловград,Луганск,Луганскай,Луганськ,Луганьск,Луханск,Луһанск,Լուգանսկ,לוהנסק,لوهانسك,لوهانسک,لوہانسک,ლუგანსკი,ルハーンシク,卢甘斯克,루한시크;P;PPLA;UA;Ukraine;;14;4406;;;397677;;69;Europe/Kyiv;2023-01-22;Ukraine;48.56952, 39.32857
702662;Lugovoye;Lugovoye;Agibel',Lugove,Lugovoe,Lugovoye,Агибель,Лугове,Луговое;P;PPLA3;UA;Ukraine;;11;0110;11128519;;906;;47;Europe/Simferopol;2022-10-27;Ukraine;45.23469, 35.72202
703061;Lymanske;Lymanske;Limans'ke,Limanskoe,Lymanske,Lymanské,Sel'ts,Sel’ts,Zel'ts,Zel'tsy,Zel’ts,Zel’tsy,Лиманское,Лиманське;P;PPL;UA;Ukraine;;17;5114;;;7119;11;12;Europe/Kyiv;2023-05-03;Ukraine;46.67952, 29.97231
703230;Leninskoye;Leninskoye;Lenins'ke,Leninskoe,Leninskoye,Petrovskoe,Ленинское,Ленінське,Петро́вское;P;PPLA3;UA;Ukraine;;11;0110;11128518;;1671;;37;Europe/Simferopol;2022-10-27;Ukraine;45.25373, 35.91969
703662;Kupka;Kupka;Cupca,Kupka,Купка;P;PPL;UA;Ukraine;;03;7306;;;2671;365;335;Europe/Kyiv;2022-10-27;Ukraine;48.04799, 25.78175
704049;Kryva Balka;Kryva Balka;Kriva Balka,Krivaja Balka,Kryva Balka,Крива Балка,Кривая Балка;P;PPL;UA;Ukraine;;16;4806;;;1489;39;45;Europe/Kyiv;2022-10-27;Ukraine;46.9582, 31.8103
704379;Krasnoyilsk;Krasnoyilsk;Crasna,Krasnoil's'k,Krasnoil'sk,Krasnoilsk,Krasnoïlsk,Красноильск,Красноїльськ;P;PPL;UA;Ukraine;;03;7306;;;10428;409;448;Europe/Kyiv;2022-10-27;Ukraine;48.01865, 25.56004
704508;Kramatorsk;Kramatorsk;Kramators'k,Kramatorsk,Kramatorska,Kramatorskaja,Kramatorskaya,Kramators’k,Краматорск,Краматорска,Краматорськ;P;PPLA2;UA;Ukraine;;05;1412;;;147145;;152;Europe/Kyiv;2023-01-23;Ukraine;48.73049, 37.58793
705425;Kolodeznoye;Kolodeznoye;Chongrav,Kolodeznoe,Kolodeznoye,Kolodjazne,Колодезное,Колодязне,Чонгра́в;P;PPLA3;UA;Ukraine;;11;0112;11152913;;997;105;110;Europe/Simferopol;2022-10-27;Ukraine;45.22682, 34.33698
705735;Kitsman;Kitsman;Cotman,Cozmeni,Kicman',Kitsman,Kotsman,Kotsmen,Kotzman,Кицмань,Кіцмань;P;PPLA2;UA;Ukraine;;03;7306;;;6229;232;257;Europe/Kyiv;2022-10-27;Ukraine;48.43867, 25.76111
705914;Khyriv;Khyriv;Chyriw,Chyrow,Chyrów,Hiriv,Hiriva,Hîriv,Hıriv,Khiriv,Khyriv,Khyrov,Khyruv,Kolo Chyrowa,Xirov,hei luo fu,hyrwb,khirovi,khyryf,Хирів,Хыров,Խիրով,חירוב,خیریف,ხიროვი,黑羅夫;P;PPL;UA;Ukraine;;15;4608;;;4104;;338;Europe/Kyiv;2023-05-02;Ukraine;49.53345, 22.85312
706016;Petrivka;Petrivka;Khutor-Petrovka,Petrivka,Petrovka,Петрівка;P;PPL;UA;Ukraine;;16;4806;;;1160;24;45;Europe/Kyiv;2022-10-27;Ukraine;46.99814, 31.76372
708181;Hrebinka;Hrebinka;Grebinka,Grebjonka,Hrebinka,Hrébinka,Tin',Гребёнка,Гребінка,Тінь;P;PPL;UA;Ukraine;;18;5304;;;10541;113;113;Europe/Kyiv;2023-05-05;Ukraine;50.12017, 32.42966
709354;Toretsk;Toretsk;Dserschynsk,Dzerzhins'k,Dzerzhinsk,Dzerzhyns'k,Dzerzhynsk,Dzerzinsk,Dzeržinsk,Imeni Dzerzhinskogo,Torec'k,Toreck,Toretsk,Torezk,Дзержинск,Дзержинськ,Торецк,Торецьк;P;PPL;UA;Ukraine;;05;1402;;;30914;;204;Europe/Kyiv;2023-06-12;Ukraine;48.39477, 37.8478
711130;Dolishniy Shepit;Dolishniy Shepit;Dolichnii Chepit,Dolichniï Chépit,Dolishnij Shepit,Dolishnij Shepot,Sipotele pe Siret,Șipotele pe Siret,Долишний Шепот,Долішній Шепіт;P;PPL;UA;Ukraine;;03;7302;;;1304;671;695;Europe/Kyiv;2022-10-27;Ukraine;48.00356, 25.28075
711337;Buda;Buda;Buda,Буда;P;PPL;UA;Ukraine;;03;7306;;;1452;185;179;Europe/Kyiv;2022-10-27;Ukraine;48.30839, 26.0269
712602;Bilky;Bilky;Belka,Belki,Bil'ki,Bilki,Bilky,Bil’ki,Белка,Білки;P;PPL;UA;Ukraine;;25;2112;;;8064;;172;Europe/Kyiv;2022-12-13;Ukraine;48.32629, 23.13811
712682;Bekhtery;Bekhtery;Bekhteri,Bekhtery,Бехтери;P;PPL;UA;Ukraine;;08;6508;;;2909;;4;Europe/Kyiv;2022-10-27;Ukraine;46.24924, 32.29527
712897;Balkivtsi;Balkivtsi;Balcauti,Balkivci,Balkivtsi,Balkovcy,Bălcăuți,Балковцы,Балківці;P;PPL;UA;Ukraine;;03;7304;;;1577;187;202;Europe/Kyiv;2022-10-27;Ukraine;48.35, 26.56667
713203;Armyansk;Armyansk;Armjans'k,Armjansk,Armyansk,Ermeni Bazar,Армянск,Армянськ;P;PPLA2;UA;Ukraine;;11;0114;;;24442;;16;Europe/Simferopol;2022-10-27;Ukraine;46.10919, 33.69206
713500;Ananyiv;Ananyiv;Anan'ev,Anan'iv,Ananiv,Ananjew,Ananïv,ʼnnyyb,Ананьев,Ананьїв,אננייב;P;PPL;UA;Ukraine;;17;5112;;;7789;83;79;Europe/Kyiv;2022-10-27;Ukraine;47.71975, 29.95711
713505;Amurskoye;Amurskoye;Alabash-Konrat,Amurs'ke,Amurskoe,Amurskoye,Алаба́ш-Конра́т,Амурское,Амурське;P;PPLA3;UA;Ukraine;;11;0112;11152908;;2687;91;92;Europe/Simferopol;2022-10-27;Ukraine;45.27822, 34.12823
713514;Alupka;Alupka;Aloupka,Alupk,Alupka,Alupko,Ałupka,a lu pu ka,alwbka,alwpka,Αλούπκα,Алупка,Алупко,Ալուպկա,آلوپکا,ألوبكا,ალუპკა,阿盧普卡;P;PPL;UA;Ukraine;;11;0120;;;8087;90;113;Europe/Simferopol;2023-04-30;Ukraine;44.41952, 34.04489
713686;Aleksandrovka;Aleksandrovka;Aleksandrovka,Bij-Akaj-Kemel'chi,Oleksandrivka,Александровка,Бий-Ака́й-Кемельчи́,Олександрівка;P;PPLA3;UA;Ukraine;;11;0112;11152907;;1301;32;32;Europe/Simferopol;2022-10-27;Ukraine;45.57654, 34.09947
713772;Aeroflotskiy;Aeroflotskiy;Aehroflotskij,Aeroflots'kij,Aeroflots'kyy,Aeroflotskiy,Aeroflots’kyy,Аерофлотський,Аэрофлотский;P;PPL;UA;Ukraine;;11;0116;;;1768;;204;Europe/Simferopol;2022-10-27;Ukraine;45.01816, 33.99961
6980613;Malen’koye;Malen'koye;Kichkine,Malen'ke,Malen'koe,Malen'koye,Malen’koye,Кичкине́,Маленьке,Маленькое;P;PPL;UA;Ukraine;;11;0116;11152586;;1546;164;164;Europe/Simferopol;2022-10-27;Ukraine;45.07585, 33.99942
7039996;Prudovoye;Prudovoye;Prudove,Prudovoe,Prudovoye,Прудове,Прудовое;P;PPL;UA;Ukraine;;11;0116;11152607;;1009;97;122;Europe/Simferopol;2022-10-27;Ukraine;44.90424, 33.78114
707898;Hulyaypole;Hulyaypole;Guljajpole,Houliaipole,Houliaïpolé,Huliaipole,Huljajpole,Гуляйполе;P;PPLA2;UA;Ukraine;;26;2310;;;13446;109;112;Europe/Kyiv;2022-12-19;Ukraine;47.66685, 36.25576
708320;Horodnia;Horodnia;Gorodnja,Gorodnya,Horodnia,Horodnya,Городня;P;PPL;UA;Ukraine;;02;7410;;;11506;;137;Europe/Kyiv;2023-05-02;Ukraine;51.89085, 31.59741
708366;Horodyshche;Horodyshche;Gorodishhe,Horodychtche,Horodychtché,Городище;P;PPLA2;UA;Ukraine;;01;7108;;;13609;124;125;Europe/Kyiv;2022-10-27;Ukraine;49.29114, 31.44035
710560;Kubey;Kubey;Chervonoarmiis'ke,Chervonoarmijs'ke,Cubei,Kubei,Kubej,Kubéï,qie er wo nuo a er mi xi ke,Кубей,Червоноармійське,切爾沃諾阿爾米西克;P;PPL;UA;Ukraine;;17;5106;;;6544;91;98;Europe/Kyiv;2022-10-27;Ukraine;45.79131, 28.74455
710755;Chernelytsia;Chernelytsia;Chernelicja,Czernelica,Tchernelytsia,Tchernélytsia,Чернелиця;P;PPL;UA;Ukraine;;06;2608;;;1533;282;324;Europe/Kyiv;2022-12-29;Ukraine;48.81302, 25.42682
687901;Zahnitkiv;Zahnitkiv;Zagnitkiv,Zagnitkov,Zahnitkiv,Загнитков,Загнітків;P;PPL;UA;Ukraine;;17;5112;;;3024;222;200;Europe/Kyiv;2022-10-27;Ukraine;48.04749, 28.88694
688689;Vysokopillya;Vysokopillya;Kronau,Visokopillja,Vysokopol'e,Vyssokopillia,Високопілля,Высокополье,Кронау;P;PPL;UA;Ukraine;;08;6502;;;4035;86;88;Europe/Kyiv;2023-01-20;Ukraine;47.4893, 33.53056
689106;Volovets;Volovets;Voloc,Volovec,Volovec',Volovets,Volóc,Wolowiec,Wołowiec,Воловец,Воловець;P;PPL;UA;Ukraine;;25;2104;;;5128;492;529;Europe/Kyiv;2023-01-19;Ukraine;48.7109, 23.1851
689194;Vilne;Vilne;Iserlia,Iserlija,Vil'ne,Vilne,Vilné,Vol'noe,Volnoe,Vyp'ne,Ісерлія,Волное,Вольное,Вільне,Վոլնոե;P;PPL;UA;Ukraine;;17;5106;;;1685;53;53;Europe/Kyiv;2022-10-27;Ukraine;45.98339, 29.04914
689487;Vyshneve;Vyshneve;Vishneve,Vishnevoe,Vishnevoye,Vishnjovoe,Vishnëvoye,Visneve,Visnyovoe,Višneve,Vychneve,Vyshneve,Vysjneve,Vysneve,Vyšneve,Vyšnevė,Vîșneve,Vışneve,Wyschnewe,Wysznewe,fyshnyfy,vishnevoe,wei shen nie wei,wyshnf,Вишневе,Вишневое,Вишнёвое,Վիշնյովոե,فيشنيفي,ویشنف,ვიშნევოე,維什涅韋;P;PPL;UA;Ukraine;;13;3208;;;42983;;176;Europe/Kyiv;2023-04-27;Ukraine;50.38913, 30.3705
689532;Vinogradovo;Vinogradovo;Boz-Oglu-Montanaj,Buzul-Montanaj,Vinogradove,Vinogradovo,Боз-Оглу́-Монтана́й,Бузул-Монтанай,Виноградове,Виноградово;P;PPLA3;UA;Ukraine;;11;0108;11153066;;881;82;84;Europe/Simferopol;2022-10-27;Ukraine;45.39264, 33.64668
689881;Verkhni Petrivtsi;Verkhni Petrivtsi;Patrautii de Sus,Pătrăuții de Sus,Verkhni Petrivci,Verkhni Petrivtsi,Verkhni Pétrivtsi,Verkhnie Petrovcy,Верхние Петровцы,Верхні Петрівці;P;PPL;UA;Ukraine;;03;7306;;;1610;371;393;Europe/Kyiv;2022-10-27;Ukraine;48.06657, 25.70473
689993;Verblyany;Verblyany;Verbljani,Verbljany,Verblyany,Verbyany,Vezhbyany,Wierzbiany,Вербляни,Вербляны;P;PPL;UA;Ukraine;;15;4614;;;2000;244;240;Europe/Kyiv;2022-10-27;Ukraine;50.04747, 23.42189
690080;Velykokomarivka;Velykokomarivka;Kassel',Kassel’,Kolkhoz Kassel',Kolkhoz Kassel’,Velikokomarivka,Velikokomarovka,Velykokomarivka,Великокомарівка;P;PPL;UA;Ukraine;;17;5114;;;1278;190;193;Europe/Kyiv;2022-10-27;Ukraine;47.08588, 29.6476
690648;Usatove;Usatove;Oussatove,Oussatové,Usataveh,Usatove,Usatovo,Usatowe,Ussatowe,Usаtоvе,wu sa tuo wei,Усатавэ,Усатове,Усатово,烏薩托韋;P;PPL;UA;Ukraine;;17;5110;;;8483;39;52;Europe/Kyiv;2022-10-27;Ukraine;46.52893, 30.64951
690822;Vuhlehirsk;Vuhlehirsk;Chazepetowka,Chazepetrovka,Khatsapetovka,Khatsepetovka,Uglegorsk,Vuglegirs'k,Vuhlehirs'k,Vuhlehirsk,Vuhlehirs’k,Вуглегірськ,Углегорск;P;PPL;UA;Ukraine;;05;1406;;;7294;;296;Europe/Kyiv;2023-05-03;Ukraine;48.31474, 38.27423
690967;Tur'i Remety;Tur'i Remety;Turyi Remety,Tur' i Remeti,Tur'i Remety,Tur'yanremety,Tur'yi Remety,Turi Remety,Tur’i Remety,Tur’yanremety,Tur”yi Remety,Тур’ ї Ремети;P;PPL;UA;Ukraine;;25;2110;;;3340;240;208;Europe/Kyiv;2022-12-13;Ukraine;48.7155, 22.59079
692881;Stara Nekrasivka;Stara Nekrasivka;Antigua Nekrasivka,Necrasovca-Veche,Stara Nekrasivka,Stara Nekrassivka,Stara Nekrassiwka,Stara Nékrassivka,Staraja Nekrasovka,Staraya Nekrasovka,jiu nie ke la xi fu ka,Стара Некрасивка,Стара Некрасівка,Старая Некрасовка,Ստարայա Նեկրասովկա,舊涅克拉西夫卡;P;PPL;UA;Ukraine;;17;5108;;;3050;14;13;Europe/Kyiv;2022-10-27;Ukraine;45.33721, 28.92322
693588;Slavnoye;Slavnoye;Bakal Tatarskij,Slavne,Slavnoe,Slavnoye,Бака́л Тата́рский,Славне,Славное;P;PPLA3;UA;Ukraine;;11;0114;11153039;;914;8;12;Europe/Simferopol;2022-10-27;Ukraine;45.72176, 33.23689
693760;Syniukhyn Brid;Syniukhyn Brid;Sinjukhin Brid,Sinjukhin Brod,Sinyukhin Brod,Sinyushin-Brod,Synioukhyn Brid,Syniukhyn Brid,Synyukhyn Brid,Синюхин Брод,Синюхин Брід;P;PPL;UA;Ukraine;;16;4808;;;1708;99;99;Europe/Kyiv;2022-10-27;Ukraine;48.14431, 30.82103
694320;Shchebetovka;Shchebetovka;Otus,Otuz,Otuzy,Scebetovka,Scebetovko,Shchebetovka,Shchehbehtouka,Shebetovka,Shhebetovka,xie bie tuo fu ka,Ŝĉebetovko,Șcebetovka,Шчэбэтоўка,Щебетовка,Շչեբետովկա,謝別托夫卡;P;PPL;UA;Ukraine;;11;0118;;;3442;79;77;Europe/Simferopol;2022-10-27;Ukraine;44.93845, 35.15834
694333;Shatsk;Shatsk;Shac'k,Shats'k,Shatsk,Shats’k,Szack,Шатск,Шатськ,Шацьк;P;PPL;UA;Ukraine;;24;0706;;;5266;;167;Europe/Kyiv;2022-10-27;Ukraine;51.50208, 23.93806
694427;Serpneve;Serpneve;Leipzig,Ljajpcig,Sehrpnehveh,Serpneve,Serpnevi,Serpnevoe,Serpnewe,Serpnévé,xie er pu nie wei,Ляйпціґ,Серпневе,Серпневи,Серпневое,Сэрпнэвэ,謝爾普涅韋;P;PPL;UA;Ukraine;;17;5106;;;1774;52;52;Europe/Kyiv;2022-10-27;Ukraine;46.30452, 29.01519
696108;Pryluky;Pryluky;Priluki,Pryluki,Pryluky,Pryłuki,Прилуки;P;PPLA2;UA;Ukraine;;02;7408;;;52553;;127;Europe/Kyiv;2023-01-23;Ukraine;50.59323, 32.38761
696283;Prymors’ke;Prymors'ke;Jibrieni,Primors'ke,Primorskoe,Prymorske,Prymorské,Zhebrijani,Zhebrijany,pu li mo er xi ke,Жебрияны,Жебріяни,Приморское,Приморське,普里莫爾西克;P;PPL;UA;Ukraine;;17;5108;;;1612;2;2;Europe/Kyiv;2022-10-27;Ukraine;45.51761, 29.60528
696292;Prymorsk;Prymorsk;Nogaisk,Nogajs'k,Nogaïsk,Obitochne,Obitotchne,Obitotchné,Primors'k,Primorsk,Prymorsk,Ногайськ,Обіточне,Приморск,Приморськ;P;PPL;UA;Ukraine;;26;2302;;;11157;5;12;Europe/Kyiv;2023-05-02;Ukraine;46.73415, 36.34599
