,id,geo,admin_level,boundary,addr:housenumber,addr:street,building,government,name,name:ru,name:uk,office,official_name,ISO3166-2,addr:country,int_name,is_in:country,is_in:country_code,katotth,koatuu,name:be,name:be-tarask,name:ca,name:crh,name:cs,name:de,name:el,name:en,name:eo,name:es,name:fr,name:hr,name:hu,name:it,name:ko,name:la,name:lt,name:lv,name:nl,name:pl,name:pt,name:ro,name:sk,name:tr,name:zh,name:zh-Hans,name:zh-Hant,note,official_status,ref:uk,timezone,wikidata,wikipedia,name:qt,name:ar,name:az,name:bg,name:bs,name:et,name:eu,name:fi,name:ga,name:hy,name:id,name:ja,name:ka,name:mk,name:mr,name:nan,name:nn,name:no,name:os,name:pnb,name:rue,name:sco,name:sh,name:sr,name:sv,name:vi,name:war,old_name:az,old_name:lt,old_name:lv,old_name:ro,old_name:zh,place,ref,ref:en,flag,name:fa,name:szl,old_name:cs,wikipedia:pl,name:ms,name:xmf,alt_name:de,alt_name:en,name:gl,name:he,name:cv,old_name,population,alt_name:cs,old_name:es,old_name:fi,old_name:nl,name:yi,name:ky,name:cu,source:geometry,old_name:de,old_name:en,old_name:eo,name:tt,postal_code,description:de,name:crh-cyr,name:hi,name:hsb,name:ml,wikipedia:ru,wikipedia:uk,alt_name:vi,name:ba,name:da,name:diq,name:ur,name:zh-Hant-TW,alt_name:ro,old_name:pt,old_name:tr,alt_name:af,alt_name:an,alt_name:ca,alt_name:eo,alt_name:es,alt_name:et,alt_name:hr,alt_name:it,alt_name:ko,alt_name:sv,alt_name:tr,alt_name:vo,name:ab,name:af,name:an,name:ast,name:bar,name:br,name:fy,name:ia,name:io,name:jbo,name:kaa,name:sl,name:tzl,name:vo,official_name:de,source:name:br,alt_name:fr,alt_name:haw,alt_name:pt,alt_name:sh,name:haw,old_name:ko,alt_name:sk,name:simple,name:uz,ISO3166-1,ISO3166-1:alpha2,ISO3166-1:alpha3,ISO3166-1:numeric,according_to:RU,according_to:UA,default_language,name:ace,name:als,name:am,name:ang,name:arc,name:arz,name:bat-smg,name:bcl,name:bi,name:bn,name:bo,name:bpy,name:bxr,name:cbk-zam,name:cdo,name:ce,name:ceb,name:chr,name:chy,name:ckb,name:cnr,name:csb,name:cy,name:dsb,name:dv,name:ee,name:ext,name:fo,name:frp,name:frr,name:gag,name:gan,name:gd,name:gn,name:gu,name:gv,name:hak,name:hif,name:ht,name:ie,name:ig,name:ilo,name:is,name:jv,name:kab,name:kbd,name:kg,name:kk,name:kl,name:km,name:kn,name:koi,name:krc,name:ku,name:kv,name:kw,name:lad,name:lb,name:lez,name:li,name:lij,name:lmo,name:ln,name:ltg,name:lzh,name:mdf,name:mg,name:mhr,name:mi,name:mn,name:mt,name:mwl,name:my,name:myv,name:mzn,name:na,name:nah,name:nap,name:nds,name:nds-nl,name:ne,name:new,name:nov,name:nrm,name:nv,name:oc,name:or,name:pa,name:pam,name:pap,name:pcd,name:pih,name:pms,name:pnt,name:ps,name:qu,name:rm,name:rmy,name:roa-tara,name:rw,name:sah,name:sc,name:scn,name:se,name:sm,name:smn,name:sms,name:sn,name:so,name:sq,name:ss,name:stq,name:su,name:sw,name:ta,name:te,name:tg,name:th,name:tk,name:tl,name:tok,name:tpi,name:ts,name:tum,name:tw,name:udm,name:ug,name:vec,name:vep,name:vls,name:vro,name:wa,name:wo,name:xal,name:yo,name:yue,name:zea,old_name:vi
0,360199868,"MULTIPOLYGON (((30.7655972 51.5133998, 30.7688105 51.5129358, 30.7737619 51.5124684, 30.7749152 51.5118274, 30.7749259 51.5116671, 30.7732093 51.5116204, 30.7733703 51.5091097, 30.7768679 51.5091899, 30.7765353 51.5116939, 30.7751191 51.5116738, 30.7751298 51.511794, 30.7737994 51.5125151, 30.7687086 51.5130526, 30.7656187 51.5134466, 30.7655972 51.5133998)))",4,administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,515945740,"MULTIPOLYGON (((31.9870534 46.9742016, 31.9870867 46.9741913, 31.9871633 46.9741675, 31.9871685 46.9741659, 31.9873254 46.9744016, 31.9873288 46.9744067, 31.9871916 46.9744492, 31.9871811 46.9744525, 31.98708 46.9743007, 31.9871297 46.9742853, 31.9871215 46.9742728, 31.9871044 46.9742781, 31.9870534 46.9742016)))",4,,35,Спаська вулиця,yes,culture,Обласне управління культури,Областное управление культуры,Обласне управління культури,government,"Управілння культури, національностей та релігій Миколаївської облдержадміністрації",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
